analysis,method,silhouette,ARI,NMI
full_population,KMeans,0.3755693394739262,0.1964261647063674,0.2513863967860629
full_population,GMM,0.34436852371380744,0.2747141464666156,0.2876136859495612
morphology_subset,KMeans,0.43082558291820056,0.1455694068066876,0.2322786616130112
morphology_subset,GMM,0.2694072276290698,0.1399547265318098,0.2544878481229643
