uberID,CATAID,RA,Dec,spec_z,stellar_mass,HUBBLE_TYPE,mag_u,mag_g,mag_r,mag_i,mag_Z,mag_Y,mag_J,mag_H,mag_K,u_g,g_r,r_i,Z_Y,Y_J,J_H,H_K,scaled_mag_u,scaled_mag_g,scaled_mag_r,scaled_mag_i,scaled_mag_Z,scaled_mag_Y,scaled_mag_J,scaled_mag_H,scaled_mag_K,scaled_u_g,scaled_g_r,scaled_r_i,scaled_Z_Y,scaled_Y_J,scaled_J_H,scaled_H_K,scaled_spec_z,scaled_stellar_mass,pca_1,pca_2,umap_1,umap_2,tsne_1,tsne_2,kmeans_cluster,gmm_cluster,subset_kmeans_cluster,subset_gmm_cluster
128980023507290,3874371,129.561379633397,-1.3967777187698,0.05738,9.277024,S0-Sa,20.103428,19.066067,18.523586,18.168621,17.989717,17.68929,17.500301,17.195328,17.203909,1.0373611,0.54248047,0.3549652,0.3004284,0.18898773,0.3049736,-0.0085811615,-0.88624525,-0.6807577,-0.27307048,-0.24388838,-0.16565555,-0.28505567,-0.28106484,-0.36649328,-0.2142255,-0.68117946,-1.1506869,-0.11468127,1.2049104,0.013269664,0.556191,-0.72806245,-1.5887489,-1.8576046,-1.279694470031164,-1.9242179061827864,3.037199,1.8234324,,,5,4,3,3
128980163907821,3874073,129.428660306424,-1.3469913840905905,0.04838,10.0947895,Sab-Scd,18.897038,17.411,16.663834,16.261465,16.026731,15.708039,15.478405,14.978659,15.037495,1.4860382,0.7471657,0.40236855,0.3186922,0.22963428,0.49974632,-0.058835983,-1.8979791,-2.39269,-2.5273142,-2.5310967,-2.5407715,-2.6324835,-2.629443,-2.894881,-2.712975,0.085553676,-0.6065673,0.13331814,1.4171653,0.39840588,1.9219484,-0.9979383,-1.6786852,-0.5243609,-7.849106891918859,-0.1168306100843016,8.016386,-3.0947857,,,6,2,4,2
128980194007361,3873996,129.40082813066098,-1.39012886740353,0.05096,10.303762,E,18.92546,17.110228,16.264061,15.89089,15.675156,15.410039,15.26136,14.999001,15.165765,1.8152332,0.8461666,0.37317085,0.2651167,0.14867878,0.26235962,-0.16676426,-1.874142,-2.7037954,-3.0118866,-2.9755187,-2.966161,-2.985561,-2.8815346,-2.8716786,-2.565028,0.64810693,-0.34339076,-0.019435048,0.7945319,-0.3686677,0.25737935,-1.5775291,-1.6529034,-0.18366185,-8.625868352653386,-0.6368941260358281,8.580129,-3.0828807,-97.46411895751952,-24.97510528564453,6,2,4,2
128980195304338,3852249,129.399693142656,-1.67490387412124,0.05253,11.011233,E,17.512302,15.45182,14.547468,14.166903,13.88911,13.635176,13.461796,13.170158,13.3498125,2.060482,0.9043522,0.38056564,0.2539339,0.1733799,0.29163742,-0.17965412,-3.0592809,-4.419182,-5.092603,-5.0430574,-5.127188,-5.0884576,-4.97168,-4.957701,-4.6595535,1.0672065,-0.1887147,0.019252183,0.66457,-0.13461845,0.46267694,-1.6467496,-1.6372145,0.9697634,-14.50763899686601,0.3049233946702124,10.925352,-2.3250964,-102.70792388916016,-44.79356384277344,6,2,2,1
128980203604379,3852250,129.391267451591,-1.670644821315,0.05216,10.417065,E,18.655441,16.943035,16.111351,15.775707,15.464045,15.200317,15.013335,14.789469,14.862324,1.7124062,0.8316841,0.33564377,0.2637272,0.18698215,0.22386646,-0.072854996,-2.1005926,-2.8767323,-3.1969895,-3.113655,-3.2215948,-3.2340436,-3.1696088,-3.1106758,-2.9150178,0.47238827,-0.38188994,-0.215765,0.7783837,-0.005733678,-0.012536859,-1.0732225,-1.6409119,0.0010604443,-9.26596951097094,-0.4695551651794066,9.00309,-3.0020404,,,6,2,2,1
128980207104061,3852444,129.388530725679,-1.70095855002496,0.0527,8.532589,LBS,20.96697,19.77095,19.342463,19.208662,19.026764,18.782951,18.831095,18.888357,18.692062,1.1960201,0.42848778,0.1338005,0.24381256,-0.048143387,-0.05726242,0.19629478,-0.16203919,0.048344225,0.7195059,1.0034089,1.0891194,1.0107391,1.2646158,1.5646181,1.5022159,-0.41005105,-1.4537163,-1.2717458,0.5469437,-2.2336066,-1.9838285,0.37215182,-1.6355157,-3.0712948,2.6977187532970954,-4.22499322217341,3.3167827,7.299612,,,3,6,0,6
128980208704114,3852235,129.38699601474198,-1.6959051956245903,0.05401,9.942136,E,19.255112,17.60717,16.836441,16.529411,16.280855,16.064617,15.938211,15.767275,15.840155,1.6479416,0.77072906,0.30702972,0.21623802,0.12640572,0.17093658,-0.07287979,-1.5976818,-2.189779,-2.3180933,-2.209755,-2.2332945,-2.2100022,-2.09539,-1.995366,-1.7871844,0.36222634,-0.5439282,-0.36546475,0.22648339,-0.5797105,-0.3836842,-1.0733557,-1.6224251,-0.77323985,-6.434109074012745,-1.5005883969023273,7.0208306,-2.4895172,,,6,2,4,2
128980215404304,3852451,129.380702086858,-1.67806572028849,0.05385,8.801016,E,21.641722,19.9969,19.345257,19.116358,18.849392,18.72179,18.555418,18.524323,18.710514,1.6448212,0.65164375,0.228899,0.12760162,0.1663723,0.031095505,-0.18619156,0.40383792,0.28205764,0.7228929,0.8927105,0.8745081,0.9382742,0.94442475,1.1493912,1.523498,0.35689393,-0.86049557,-0.7742202,-0.80361354,-0.20101719,-1.3642578,-1.6818566,-1.6240239,-2.6336648,2.321160596959998,-3.292173769624306,2.7206457,5.944162,,,3,6,6,3
128980224406699,3575854,129.372104019829,-1.45271453181088,0.05403,8.760493,Sd-Irr,19.953354,19.013842,18.699177,18.582006,18.545706,18.364231,18.566753,18.46978,18.66868,0.93951225,0.31466484,0.117170334,0.18147469,-0.20252228,0.09697342,-0.19890022,-1.0121042,-0.73477715,-0.060233697,0.25187522,0.50706285,0.5146303,0.95759046,1.0871786,1.4752468,-0.848391,-1.7562945,-1.3587496,-0.17752229,-3.6963851,-0.9023181,-1.750104,-1.6222253,-2.6997309,0.9606790332436062,-5.575476630026746,4.5118976,5.752581,,,3,6,6,0
128980265505349,3575623,129.333417248069,-1.5795308415018898,0.05249,9.112888,Sd-Irr,20.237804,18.881067,18.341627,18.065523,18.018661,17.825104,17.902065,17.715889,17.665674,1.3567371,0.53944016,0.27610397,0.19355774,-0.07696152,0.1861763,0.050214767,-0.773551,-0.87211335,-0.49362683,-0.36753136,-0.13063473,-0.1241395,0.18557313,0.2272718,0.31837618,-0.13540572,-1.158769,-0.5272586,-0.037097838,-2.5066657,-0.27682242,-0.41231957,-1.6376143,-2.1252036,-0.723228885370251,-3.409715531745484,4.518053,3.6582332,,,5,6,5,0
128980270305326,3575621,129.328954654289,-1.58179266865758,0.05359,8.834376,Sd-Irr,20.405483,19.400303,18.99278,18.76469,18.768055,18.576378,18.620602,18.382343,18.703339,1.0051804,0.4075222,0.22809029,0.1916771,-0.044223785,0.23825836,-0.32099533,-0.6329279,-0.3350379,0.2956495,0.47096387,0.7760944,0.7659864,1.0201337,0.9874462,1.515222,-0.7361724,-1.5094496,-0.7784512,-0.058953956,-2.1964674,0.08837996,-2.405773,-1.6266222,-2.5792756,1.4542532989788324,-4.55781750983673,4.4015465,5.8732424,,,3,6,6,0
128980274103574,3852442,129.325319743848,-1.7468729552469502,0.02384,8.250116,LBS,20.31995,19.166199,18.748161,18.581669,18.48853,18.397215,18.415825,18.244282,18.762955,1.1537514,0.4180374,0.16649246,0.091314316,-0.01861,0.17154312,-0.51867294,-0.7046599,-0.5771854,-0.0008585652,0.25147033,0.437882,0.55371016,0.78229105,0.82996976,1.5839833,-0.48228306,-1.4814968,-1.1007117,-1.2253302,-1.9537705,-0.3794311,-3.467331,-1.9239111,-3.531824,0.8472629556189017,-5.631784855616721,4.8708563,5.637601,,,3,6,6,0
128980283605100,3575524,129.316432773491,-1.60309984690818,0.05234,9.508247,S0-Sa,20.695267,19.034645,18.211475,17.927845,17.574965,17.296719,17.08752,16.717846,16.874557,1.6606216,0.8231697,0.28363037,0.27824593,0.209198,0.36967468,-0.15671158,-0.3899023,-0.7132589,-0.65138644,-0.5326456,-0.66748613,-0.75018173,-0.7604986,-0.91112095,-0.5941006,0.38389498,-0.404524,-0.48788282,0.94711465,0.20476697,1.0098786,-1.5235447,-1.6391133,-1.4806299,-2.3358257229370967,-1.0609194264166764,3.472641,-0.39433083,-48.20659637451172,-33.61534881591797,1,4,1,3
128980288705175,3575440,129.311267640601,-1.59620108085532,0.01405,8.952964,Sab-Scd,17.151506,16.182379,15.766125,15.607662,15.449355,15.340844,15.281038,15.016463,15.344112,0.96912766,0.41625404,0.15846252,0.10851097,0.05980587,0.264575,-0.32764912,-3.3618608,-3.6635232,-3.6154451,-3.3151875,-3.2393684,-3.0675445,-2.8586788,-2.8517601,-2.359321,-0.79778194,-1.4862375,-1.1427219,-1.0254775,-1.2107606,0.27291375,-2.4415047,-2.0217416,-2.3859365,-9.441809308839506,-4.397833287886859,8.754504,-1.4889076,,,6,2,4,2
128980292604069,3852438,129.30796215688298,-1.70022422897159,0.05345,9.181544,Sab-Scd,19.35308,18.340631,18.014439,17.843946,17.77538,17.652946,17.701145,17.393303,17.741386,1.0124493,0.32619286,0.17049217,0.12243271,-0.0481987,0.30784225,-0.3480835,-1.5155205,-1.4311174,-0.8902186,-0.6332631,-0.42499432,-0.3281152,-0.04779015,-0.14067787,0.4057029,-0.7237507,-1.7256494,-1.0797865,-0.86368465,-2.2341309,0.57630616,-2.5512404,-1.6280211,-2.0132704,-1.769462627498373,-4.663014933554509,5.339499,3.2091465,,,5,4,3,4
128980294304615,3852184,129.306195207315,-1.64882855304068,0.05323,11.066991,S0-Sa,17.296913,15.59069,14.717558,14.315592,14.049421,13.748639,13.532799,13.253387,13.374065,1.7062235,0.87313175,0.4019661,0.3007822,0.21584034,0.27941132,-0.12067795,-3.239916,-4.2755413,-4.886434,-4.864738,-4.9332194,-4.9540234,-4.889212,-4.862768,-4.63158,0.46182287,-0.27170873,0.13121265,1.2090223,0.2677048,0.3769468,-1.3300388,-1.6302196,1.0606678,-14.170274203767596,0.4439217395020835,10.8601885,-2.3697915,,,6,2,2,1
128980298706609,3575441,129.302209686946,-1.46096519120948,0.03001,9.741242,E,18.467514,16.974628,16.24973,15.951803,15.744551,15.58041,15.4420395,15.266714,15.539799,1.4928856,0.7248993,0.29792595,0.1641407,0.13837051,0.1753254,-0.27308464,-2.258197,-2.8440535,-3.0292585,-2.9024673,-2.8821964,-2.7837014,-2.6716805,-2.5663178,-2.1336157,0.09725499,-0.6657586,-0.41309285,-0.37897098,-0.46634108,-0.3529096,-2.1484854,-1.862255,-1.1007664,-8.262565400226592,-2.3290114044729058,8.254205,-2.3084943,,,6,2,4,2
128980300207302,3873734,129.300870059285,-1.3956857566241898,0.04106,8.389353,Sd-Irr,20.104353,19.135574,18.806576,18.788305,18.619297,18.456154,18.379845,18.017138,18.517294,0.9687786,0.32899857,0.018270493,0.16314316,0.076309204,0.36270714,-0.5001564,-0.88546944,-0.608862,0.06994678,0.49928463,0.5961046,0.62354237,0.740501,0.5708834,1.3006374,-0.7983784,-1.7181908,-1.8761625,-0.39056402,-1.0543875,0.96102184,-3.3678944,-1.7518333,-3.3048198,0.7875337116478905,-5.0937142264279816,4.6751685,5.715063,,,3,6,6,0
128980301701207,3551661,129.299463669904,-1.96967547224559,0.05288,10.398821,S0-Sa,18.693834,17.05968,16.207428,15.836156,15.564724,15.284166,15.09831,14.782137,14.915187,1.6341534,0.85225296,0.3712721,0.28055763,0.18585587,0.31617355,-0.13304996,-2.0683947,-2.7560787,-3.0805326,-3.0411603,-3.099778,-3.1346974,-3.0709124,-3.1190386,-2.8540454,0.338664,-0.32721132,-0.029368795,0.97398037,-0.016405549,0.6347257,-1.3964783,-1.6337171,-0.02868332,-9.05346274400194,-0.3431905796534114,8.698825,-3.0463717,,,6,2,4,1
128980306306223,3575425,129.295037661809,-1.49737680325438,0.05382,9.108261,Sab-Scd,19.776793,18.74286,18.327578,18.12677,18.019375,17.877073,17.88264,17.757553,17.88158,1.0339317,0.4152832,0.20080757,0.14230156,-0.0055675507,0.12508774,-0.12402725,-1.1601765,-1.0150683,-0.51065654,-0.29407936,-0.1297716,-0.06256489,0.16301218,0.27479494,0.5674031,-0.68703985,-1.4888183,-0.9211858,-0.6327768,-1.8301901,-0.7051789,-1.348025,-1.6243237,-2.1327477,-0.764098158985402,-4.249114542551367,4.837895,3.8210883,,,5,6,5,4
128980313401009,3551653,129.28846639739902,-1.9882789390125504,0.05087,10.424787,E,17.789915,16.525854,15.81942,15.502383,15.325773,15.052602,14.863916,14.583659,14.682472,1.264061,0.70643425,0.31703663,0.27317142,0.18868542,0.28025723,-0.09881306,-2.8264623,-3.3082469,-3.5508451,-3.4414463,-3.3888965,-3.4090602,-3.3431547,-3.3454273,-3.1224592,-0.29377773,-0.71484464,-0.31311172,0.8881408,0.010405157,0.38287836,-1.2126211,-1.6538029,0.0136498455,-10.103606039496652,-0.9844969662546648,9.458114,-2.7318594,-97.59967803955078,-34.07324981689453,6,2,2,1
128980321401417,3551760,129.280926459839,-1.95019875251245,0.05262,8.253773,Sd-Irr,19.885736,19.26971,19.121834,18.97499,19.066181,18.973482,18.958736,18.985268,19.111588,0.6160259,0.14787674,0.14684296,0.09269905,0.014745712,-0.02653122,-0.12631989,-1.0688112,-0.47011712,0.4520774,0.72317237,1.1368124,1.2364842,1.4128681,1.6751567,1.9860976,-1.4011887,-2.1996713,-1.2035117,-1.2092373,-1.6377168,-1.7683396,-1.3603368,-1.6363152,-3.525863,2.4765418418901253,-6.139579323264837,4.076236,6.9014235,,,3,6,6,6
128980326801194,3551805,129.27572377069998,-1.97086834567056,0.05272,8.692441,Sd-Irr,21.35352,20.17269,19.561567,19.419113,19.229198,18.979801,18.954493,19.009264,18.967121,1.18083,0.61112213,0.14245415,0.24939728,0.025308609,-0.054771423,0.042142868,0.16213837,0.46388626,0.9850872,1.2557981,1.3340552,1.2439711,1.4079391,1.7025275,1.8194696,-0.43600905,-0.96821517,-1.2264726,0.6118471,-1.5376308,-1.9663616,-0.45566687,-1.6353159,-2.81068,3.348058662227245,-3.803973055990216,3.1580558,7.2673087,,,3,6,0,6
128980330604308,3852096,129.272096964656,-1.67769794495549,0.03049,9.472528,Sab-Scd,18.620832,17.392574,16.813305,16.554348,16.406982,16.244844,16.172739,16.1039,16.355116,1.2282581,0.5792694,0.2589569,0.16213799,0.07210541,0.06883812,-0.25121498,-2.1296172,-2.411748,-2.346137,-2.179849,-2.0806868,-1.9964651,-1.8229927,-1.6114019,-1.1932262,-0.35496032,-1.05289,-0.61696666,-0.40224573,-1.0942194,-1.0996045,-2.031042,-1.8574582,-1.5388643,-6.093418970944893,-3.4215300207152866,7.079019,-0.6363207,,,6,4,1,5
128980364508217,3873785,129.240164541527,-1.30956831774716,0.05358,8.617228,LBS,21.312277,20.03297,19.63271,19.382435,19.293999,19.179054,19.16993,19.129725,19.376362,1.2793064,0.40026093,0.25027466,0.11494446,0.009124756,0.040205,-0.24663734,0.12755045,0.3193668,1.07132,1.2118106,1.4124603,1.4800504,1.6581633,1.8399278,2.2914891,-0.2677252,-1.5287524,-0.66238946,-0.9507101,-1.6909767,-1.3003815,-2.0064595,-1.6267221,-2.9333043,3.630881826721631,-4.773394315879218,3.9354668,7.0388317,,,3,6,6,6
128980373903398,3852079,129.231419513472,-1.7632746238585002,0.05276,9.204057,Sab-Scd,19.305367,18.249868,17.86596,17.699322,17.618479,17.4702,17.529243,17.71175,17.566965,1.0554981,0.38390923,0.16663742,0.14827919,-0.059043884,-0.18250656,0.14478493,-1.5555358,-1.5249989,-1.0701936,-0.8067082,-0.61483604,-0.5446377,-0.24744935,0.22255081,0.20452476,-0.6501856,-1.5722206,-1.0999533,-0.56330717,-2.3368917,-2.8620477,0.09553626,-1.6349162,-1.9765671,-1.887358834644132,-4.537242030092402,4.967144,2.8975806,-42.421993255615234,-61.845359802246094,5,4,3,5
128980389006060,3575361,129.217210431728,-1.51270784729865,0.0308,10.032414,SB0-SBa,17.81049,16.260208,15.503682,15.223673,14.971739,14.73473,14.600882,14.373281,14.568504,1.5502815,0.756526,0.28000927,0.23700905,0.13384819,0.22760105,-0.19522381,-2.8092074,-3.5830197,-3.9335573,-3.7756972,-3.8172605,-3.7856817,-3.6486626,-3.5853903,-3.25391,0.19533749,-0.5816845,-0.5068273,0.46787602,-0.5091912,0.013650289,-1.7303611,-1.8543606,-0.6260541,-10.969581908579173,-1.5642028105473582,9.783031,-2.506992,,,6,2,2,1
128980438810642,3599245,129.1702344641,-1.08116168776041,0.0385,9.671203,SBab-SBcd,17.818306,16.628838,16.184662,15.965111,15.866346,15.711759,15.668051,15.610628,15.62833,1.1894684,0.44417572,0.21955109,0.15458775,0.043707848,0.057422638,-0.017702103,-2.8026524,-3.201725,-3.1081278,-2.8865077,-2.7348297,-2.6280768,-2.4091744,-2.174041,-2.0315032,-0.42124718,-1.4120127,-0.8231256,-0.48999164,-1.3632934,-1.1796504,-0.7770432,-1.777415,-1.2149557,-7.986671750597481,-3.3703236061870987,8.107248,-1.4612721,-83.28477478027344,-39.123313903808594,6,2,4,2
128980447205859,3575144,129.16177900544702,-1.53180646685366,0.03097,10.646295,S0-Sa,16.839138,15.205759,14.393554,14.028749,13.79447,13.536277,13.3738365,13.124994,13.32954,1.633379,0.8122053,0.36480427,0.25819302,0.1624403,0.24884224,-0.20454597,-3.6238272,-4.6736975,-5.2791657,-5.208741,-5.241698,-5.205635,-5.0738425,-5.009217,-4.6829357,0.33734065,-0.4336709,-0.063206404,0.71406764,-0.23827386,0.1625947,-1.7804226,-1.8526617,0.37478548,-14.950169715515502,-0.6143341322029766,10.956457,-2.1887188,,,6,2,2,1
128980449811180,3599349,129.159780819788,-1.03063665053098,0.05188,8.712269,LBS,21.005157,20.05421,19.564754,19.34701,19.189648,19.079449,19.109844,18.724806,19.131603,0.9509468,0.48945618,0.21774483,0.110198975,-0.030395508,0.38503838,-0.4067974,-0.13001382,0.34133682,0.98895043,1.169326,1.2862006,1.3620356,1.5883758,1.3780675,2.009184,-0.82885075,-1.2916427,-0.8325754,-1.0058602,-2.0654411,1.1176097,-2.8665428,-1.64371,-2.7783537,3.165173257440135,-4.656170148990931,4.378592,6.5149946,,,3,6,6,6
128980464607817,3873409,129.145909123592,-1.3473348156967802,0.04119,8.367443,Sd-Irr,20.093803,19.248104,19.033379,18.935402,18.892952,18.859236,18.797016,14.585701,18.90195,0.8456993,0.2147255,0.097976685,0.0337162,0.06221962,4.211315,-4.31625,-0.8943168,-0.4924659,0.34485906,0.6756943,0.9272136,1.1011225,1.2250345,-3.3430984,1.7443019,-1.0087056,-2.0219657,-1.4591647,-1.8947127,-1.1878897,27.94768,-23.860884,-1.7505343,-3.3405404,-1.2968197153518295,-5.167446880817154,5.163443,5.704501,6.706971645355225,-60.90045547485352,3,6,6,0
128980467304596,3851615,129.14339146168,-1.65076692870122,0.01715,9.746227,Sab-Scd,16.34276,15.179979,14.637962,14.385868,14.211916,13.997252,13.883656,13.706572,13.861887,1.1627808,0.542017,0.25209427,0.2146635,0.113596916,0.17708397,-0.1553154,-4.0401125,-4.7003627,-4.9829135,-4.780457,-4.7366085,-4.659461,-4.4817014,-4.345855,-4.068925,-0.46685296,-1.151919,-0.6528699,0.20818499,-0.70107704,-0.34057838,-1.516047,-1.9907638,-1.0926393,-13.65617675485188,-2.61600229617884,10.547369,-2.0913706,-99.45326232910156,-45.280555725097656,6,2,2,1
128980487601773,3551257,129.124196150974,-1.91638826887481,0.03795,7.980706,LBS,20.478806,19.657589,19.415758,19.40355,19.225113,19.183792,19.278439,18.899559,19.556068,0.8212166,0.24183083,0.012208939,0.0413208,-0.094646454,0.37887955,-0.6565094,-0.57143646,-0.068912,0.80834895,1.2371325,1.3291118,1.485664,1.7841936,1.5773953,2.4987633,-1.0505435,-1.9499109,-1.9078747,-1.806335,-2.6742349,1.0744237,-4.2075334,-1.7829112,-3.971057,3.2385046638689587,-6.8570524173430725,4.732535,6.461571,5.065364360809326,-91.86824035644533,3,6,6,6
128980494701680,3551491,129.117592719723,-1.92523116370138,0.03204,8.425449,Sd-Irr,21.151476,19.971973,19.366598,19.298714,19.099499,19.059292,19.069386,18.549427,19.135517,1.1795025,0.6053753,0.067884445,0.04020691,-0.010093689,0.5199585,-0.5860901,-0.007304528,0.25627407,0.7487611,1.1114057,1.177125,1.3381534,1.5413841,1.1780261,2.013698,-0.43827763,-0.98349214,-1.6165979,-1.8192801,-1.8730763,2.0636773,-3.829371,-1.8419694,-3.2459698,2.894620433231977,-5.046839311602741,4.6022906,6.277822,,,3,6,6,6
128980495206932,3575095,129.11710356860002,-1.43063605380443,0.04031,8.394886,LBS,20.473093,19.471596,19.117975,18.989176,18.834343,18.70643,18.772232,19.051817,18.815945,1.0014973,0.35362053,0.12879944,0.12791252,-0.06580162,-0.27958488,0.23587227,-0.57622725,-0.26129553,0.44740033,0.74018407,0.8562996,0.9200755,1.1962484,1.7510644,1.6451021,-0.74246633,-1.6527377,-1.2979099,-0.8000004,-2.400923,-3.5427663,0.5846888,-1.7593279,-3.2957988,2.3891783305584045,-5.403635621712039,2.7985458,7.7502227,,,3,6,0,6
128980520810520,3599364,129.092475414862,-1.09296102278247,0.03078,8.614473,Sd-Irr,19.884914,18.869267,18.41776,18.278728,18.187405,18.045605,17.963764,16.626568,18.200178,1.0156479,0.45150566,0.13903236,0.14179993,0.081840515,1.3371964,-1.5736103,-1.0695006,-0.8843196,-0.4013436,-0.111839086,0.073536135,0.13711481,0.25723475,-1.015235,0.93487483,-0.71828467,-1.3925273,-1.2443744,-0.63860655,-1.0019768,7.7941957,-9.132502,-1.8545604,-2.9377944,-1.3724329088025204,-4.597869929656145,4.9376874,5.715539,,,3,6,6,0
128980522208630,3873367,129.091596916331,-1.27071657213545,0.0413,10.223371,S0-Sa,18.233093,16.648415,15.871534,15.521691,15.296451,15.046335,14.839408,14.822329,14.748577,1.5846786,0.77688026,0.34984303,0.2501154,0.2069273,0.017079353,0.07375145,-2.454793,-3.1814754,-3.4876761,-3.4182904,-3.4243753,-3.4164848,-3.3716207,-3.073195,-3.0462136,0.25411788,-0.5275763,-0.14147894,0.62019277,0.18325153,-1.4625398,-0.28592405,-1.7494351,-0.31472877,-9.801136912992478,-0.9158010406407648,9.116811,-2.974145,,,6,2,2,1
128980525409364,3873354,129.088737815607,-1.2015839822537,0.04136,9.528244,Sab-Scd,18.34689,17.153038,16.733688,16.522667,16.430546,16.311457,16.275396,16.209269,16.3709,1.1938515,0.41934967,0.21102142,0.11908913,0.036060333,0.06612778,-0.16163063,-2.3593583,-2.6595142,-2.4426417,-2.2178433,-2.0521762,-1.9175414,-1.703759,-1.4912169,-1.1750218,-0.41375703,-1.4780084,-0.8677501,-0.9025424,-1.4357555,-1.1186095,-1.5499607,-1.7488353,-1.4480283,-6.061690665972416,-3.8928900860310143,7.1376915,-0.4384184,,,6,4,1,5
128980562401024,3551479,129.05388305468202,-1.9869296560288603,0.03266,9.113724,Sd-Irr,20.334148,18.884048,18.13765,17.83748,17.637922,17.444468,17.352047,17.171692,17.363964,1.4501,0.7463989,0.300169,0.19345474,0.09242058,0.18035507,-0.19227219,-0.69275254,-0.86902976,-0.7408722,-0.64101756,-0.5913104,-0.5751256,-0.4532583,-0.39345294,-0.029617324,0.024139665,-0.60860556,-0.40135795,-0.03829483,-0.90172815,-0.3176412,-1.7145104,-1.8357737,-2.1238415,-1.9075683778479,-2.7475391713068014,4.032879,1.3571789,-34.59755325317383,-37.01408386230469,5,4,3,3
128980601402933,3851667,129.017053232621,-1.80713599009746,0.03042,9.374657,E,19.484837,17.829992,17.085567,16.815449,16.600481,16.430046,16.327919,16.062586,16.313684,1.6548443,0.7444248,0.2701187,0.17043495,0.102127075,0.26533318,-0.25109863,-1.405024,-1.9593011,-2.016122,-1.8667167,-1.8465631,-1.7770342,-1.6427554,-1.6585269,-1.2410134,0.3740222,-0.6138534,-0.5585716,-0.3058217,-0.8097567,0.2782301,-2.0304172,-1.8581579,-1.6984296,-5.396382946940299,-2.432491165068874,6.444363,-0.8300046,,,6,4,1,2
128990057009076,202418,129.529808388272,-0.228559305541274,0.0522,9.182057,Sd-Irr,18.951992,17.855457,17.57251,17.39111,17.429966,17.235712,17.292664,17.351313,17.384045,1.0965347,0.28294754,0.1814003,0.19425392,-0.056951523,-0.058649063,-0.03273201,-1.8518918,-1.9329612,-1.4258895,-1.1763401,-0.8429272,-0.8224636,-0.5222305,-0.18857305,-0.00645633,-0.5800592,-1.8406094,-1.0227185,-0.029007087,-2.317066,-1.9935519,-0.8577561,-1.6405122,-2.0124338,-2.927319999975443,-4.5855871142937525,5.5994744,2.2042305,-43.67592239379883,-59.44048690795898,5,4,3,4
128990086608806,202415,129.501779439362,-0.2541789918143269,0.05261,8.972437,Sd-Irr,20.890255,19.593357,19.000603,18.758545,18.563799,18.359993,18.348104,18.12072,18.295395,1.2968979,0.59275436,0.2420578,0.20380592,0.011888504,0.22738457,-0.17467499,-0.22637628,-0.13535075,0.30513075,0.46359372,0.5289546,0.50960886,0.70363563,0.689032,1.0446981,-0.23766355,-1.0170426,-0.7053775,0.08200248,-1.6647896,0.012132291,-1.6200109,-1.6364151,-2.3541887,1.1005506953453157,-3.4130693598303314,3.806204,5.2336926,,,3,6,5,0
128990095801497,3895503,129.49321077659098,-0.94235638862849,0.05791,10.087818,E,18.566488,17.27046,16.6276,16.328281,16.081099,15.817446,15.693871,15.482945,15.539862,1.2960281,0.6428604,0.2993183,0.2636528,0.12357521,0.2109251,-0.056916237,-2.1751928,-2.5380576,-2.571234,-2.4509654,-2.4749901,-2.5028565,-2.3791854,-2.319679,-2.1335433,-0.23914985,-0.8838445,-0.40580842,0.77751917,-0.60653025,-0.103282414,-0.987629,-1.5834527,-0.53572667,-7.34834442168964,-1.594450903404532,7.6495705,-2.3780367,,,6,2,4,2
128990154402355,3895257,129.43802965249202,-0.861585393767128,0.03066,10.3566675,Sab-Scd,16.403131,15.124541,14.520962,14.250114,14.064947,13.863636,13.74417,13.59456,13.741964,1.2785902,0.6035795,0.27084732,0.20131111,0.11946583,0.14961052,-0.14740467,-3.9894822,-4.7577057,-5.124732,-4.9432635,-4.914434,-4.8177724,-4.6437097,-4.473619,-4.2072444,-0.2689491,-0.9882658,-0.55475974,0.053008772,-0.6454677,-0.53322375,-1.4735652,-1.8557595,-0.09740805,-14.0676945091075,-2.020126397790136,10.757645,-2.1113384,-99.84081268310548,-45.0796012878418,6,2,2,1
128990182608148,202376,129.41138847998698,-0.316102147632238,0.05185,9.400191,E,20.937561,19.393444,18.615475,18.27576,18.043667,17.886784,17.81644,17.65606,17.820034,1.544117,0.77796936,0.33971405,0.15688324,0.07034302,0.16038132,-0.16397476,-0.18670326,-0.34213236,-0.16169068,-0.11539834,-0.1003795,-0.051059898,0.086122364,0.15902855,0.49641532,0.18480304,-0.52468115,-0.19447055,-0.4633143,-1.1109185,-0.45769832,-1.5625491,-1.6440097,-1.6567992,-0.3300784568712399,-2.520281354011958,3.3493073,3.2967467,,,5,4,5,3
128990243408767,202360,129.354147316198,-0.257753969389184,0.03535,10.309867,SB0-SBa,17.861422,16.162167,15.350517,14.975439,14.74842,14.532362,14.366071,14.197696,14.332022,1.699255,0.8116493,0.3750782,0.21605778,0.16629124,0.16837502,-0.13432598,-2.7664938,-3.68443,-4.119211,-4.073398,-4.087466,-4.0254517,-3.921389,-3.7856667,-3.52667,0.44991457,-0.4351489,-0.009456397,0.22438866,-0.20178527,-0.40164605,-1.4033307,-1.8088927,-0.17370944,-11.585241062318026,-0.9801723533141208,10.1094885,-2.5903966,,,6,2,2,1
